60;长春净月潭景区;0;7;4;8
61;长春市长影世纪城景区;0;7;4;8
62;哈尔滨太阳岛景区;0;8;4;8
63;黑河五大连池景区;0;8;4;8
64;牡丹江宁安市镜泊湖景区;0;8;4;8
65;伊春市汤旺河林海奇石景区;0;8;4;8
66;大兴安岭地区漠河北极村旅游景区;0;8;8;10
67;东方明珠广播电视塔;0;9;4;8
68;上海野生动物园;0;9;8;10
69;上海科技馆;0;9;4;8
70;苏州园林（拙政园－留园－虎丘）;0;10;4;8
71;苏州昆山周庄古镇景区;0;10;4;8
72;南京钟山—中山陵风景名胜区(明孝陵-音乐台-灵谷寺-梅花山-紫金山天文台);0;10;4;8
73;中央电视台无锡影视基地三国水浒城景区;0;10;4;8
74;无锡灵山大佛景区;0;10;4;8
75;苏州吴江同里古镇景区;0;10;4;8
76;南京夫子庙－秦淮河风光带(江南贡院-白鹭洲-中华门-瞻园-王谢故居);0;10;4;8
77;常州环球恐龙城景区(中华恐龙园-恐龙谷温泉-恐龙城大剧院);0;10;4;8
78;扬州瘦西湖风景区;0;10;4;8
79;南通市濠河风景区;0;10;4;8
80;泰州姜堰区溱湖国家湿地公园;0;10;4;8
81;苏州市金鸡湖国家商务旅游示范区;0;10;4;8
82;镇江三山风景名胜区（金山－北固山－焦山）;0;10;8;10
83;无锡鼋头渚景区;0;10;4;8
84;苏州吴中太湖旅游区（旺山－穹窿山－东山）;0;10;8;10
85;苏州常熟沙家浜－虞山尚湖旅游区;0;10;8;10
86;常州溧阳市天目湖景区(天目湖-南山竹海-御水温泉);0;10;8;10
87;镇江句容茅山景区;0;10;8;10
88;淮安市周恩来故里景区（周恩来纪念馆-周恩来故居-附马巷历史街区-河下古镇）;0;10;4;8
89;杭州西湖风景区;0;11;4;8
90;温州乐清市雁荡山风景区;0;11;8;10
91;舟山普陀山风景区;0;11;8;10
92;杭州淳安千岛湖风景区;0;11;8;10
93;嘉兴桐乡乌镇古镇旅游区;0;11;4;8
94;宁波奉化溪口－滕头旅游景区;0;11;4;8
95;金华东阳横店影视城景区;0;11;4;8
96;嘉兴南湖旅游区;0;11;4;8
97;杭州西溪湿地旅游区;0;11;4;8
98;绍兴市鲁迅故里－沈园景区;0;11;4;8
99;衢州市开化根宫佛国文化旅游区;0;11;4;8
100;湖州市南浔区南浔古镇景区;0;11;4;8
101;黄山市黄山风景区;0;12;8;10
102;池州青阳县九华山风景区;0;12;8;10
103;安庆潜山县天柱山风景区;0;12;8;10
104;黄山市黟县皖南古村落－西递宏村;0;12;8;10
105;六安市金寨县天堂寨旅游景区;0;12;8;10
106;宣城市绩溪县龙川景区;0;12;8;10
107;阜阳市颍上县八里河风景区;0;12;4;8
108;黄山市古徽州文化旅游区（徽州古城－牌坊群鲍家花园－唐模－潜口民宅－呈坎）;0;12;4;8
109;厦门鼓浪屿风景名胜区;0;13;4;8
110;南平武夷山风景名胜区;0;13;8;10
111;三明泰宁风景旅游区;0;13;8;10
112;福建土楼（永定·南靖）旅游景区;0;13;8;10
113;宁德屏南（白水洋·鸳鸯溪）旅游景区;0;13;8;10
114;泉州市清源山风景名胜区;0;13;8;10
115;宁德市福鼎太姥山旅游区;0;13;8;10
116;福州市三坊七巷景区;0;13;4;8
117;九江庐山风景名胜区;0;14;8;10
118;吉安井冈山风景旅游区;0;14;8;10
119;上饶三清山旅游景区;0;14;8;10
120;鹰潭市贵溪龙虎山风景名胜区;0;14;8;10
121;上饶婺源县江湾景区;0;14;8;10
122;景德镇古窑民俗博览区;0;14;4;8
123;赣州市瑞金市共和国摇篮景区;0;14;4;8
124;泰安泰山景区;0;15;8;10
125;烟台蓬莱阁－三仙山－八仙过海旅游区;0;15;4;8
126;济宁曲阜明故城三孔旅游区;0;15;4;8
127;青岛崂山景区;0;15;4;8
128;威海刘公岛景区;0;15;4;8
129;烟台龙口南山景区;0;15;4;8
130;枣庄台儿庄古城景区;0;15;4;8
131;济南天下第一泉景区（趵突泉－大明湖－五龙潭－环城公园-黑虎泉）;0;15;8;10
132;山东沂蒙山旅游区（沂山景区－龟蒙景区－云蒙景区）;0;15;8;10
133;郑州登封嵩山少林景区;0;16;8;10
134;洛阳龙门石窟景区;0;16;4;8
135;焦作(云台山－神农山－青天河)风景区;0;16;30;30
136;安阳殷墟景区;0;16;4;8
137;洛阳嵩县白云山景区;0;16;4;8
138;开封清明上河园景区;0;16;4;8
139;平顶山鲁山县尧山－中原大佛景区;0;16;8;10
140;洛阳栾川县老君山－鸡冠洞旅游区;0;16;8;10
141;洛阳新安县龙潭大峡谷景区;0;16;8;10
142;南阳西峡伏牛山老界岭·恐龙遗址园旅游区;0;16;8;10
143;张家界武陵源－天门山旅游区;0;17;30;30
144;衡阳南岳衡山旅游区;0;17;4;8
145;湘潭韶山旅游区;0;17;4;8
146;岳阳岳阳楼－君山岛景区;0;17;4;8
147;长沙岳麓山－橘子洲旅游区;0;17;4;8
148;长沙市宁乡县花明楼景区;0;17;4;8
149;郴州市东江湖旅游区;0;17;4;8
150;武汉黄鹤楼公园;0;18;4;8
151;宜昌三峡大坝旅游区;0;18;4;8
152;宜昌三峡人家风景区;0;18;8;10
153;十堰丹江口市武当山风景区;0;18;8;10
154;恩施土家族苗族自治州巴东神龙溪纤夫文化旅游区;0;18;4;8
155;神农架生态旅游区;0;18;30;30
156;宜昌长阳县清江画廊景区;0;18;4;8
157;武汉市东湖景区;0;18;4;8
158;宜昌秭归县屈原故里文化旅游区;0;18;4;8
159;武汉市黄陂木兰文化生态旅游区;0;18;4;8
160;恩施土家族苗族自治州恩施大峡谷景区;0;18;8;10
161;广州长隆旅游度假区;0;19;8;10
162;深圳华侨城旅游度假区;0;19;4;8
163;广州白云山景区;0;19;4;8
164;梅州市梅县区雁南飞茶田景区;0;19;4;8
165;深圳观澜湖休闲旅游区;0;19;4;8
166;清远连州地下河旅游景区;0;19;4;8
167;韶关仁化丹霞山景区;0;19;4;8
168;佛山西樵山景区;0;19;4;8
169;惠州市罗浮山景区;0;19;8;10
170;佛山市德顺区长鹿旅游休博园;0;19;4;8
171;桂林漓江风景区;0;20;8;10
172;桂林兴安县乐满地度假世界;0;20;8;10
173;桂林独秀峰·靖江王城景区;0;20;4;8
174;南宁市青秀山旅游区;0;20;4;8
175;三亚南山文化旅游区;0;21;4;8
176;三亚南山大小洞天旅游区;0;21;4;8
177;保亭县呀诺达雨林文化旅游区;0;21;4;8
178;陵水县分界洲岛旅游区;0;21;4;8
179;保亭县海南槟榔谷黎苗文化旅游区;0;21;4;8
180;大足石刻景区;0;22;4;8
181;巫山小三峡－小小三峡旅游区;0;22;4;8
182;武隆喀斯特旅游区（天生三_、仙女山、芙蓉洞）;0;22;30;30
183;酉阳桃花源旅游景区;0;22;8;10
184;万盛黑山谷-龙鳞石海风景区;0;22;8;10
185;南川金佛山－神龙峡风景区;0;22;8;10
186;成都青城山－都江堰旅游景区;0;23;8;10
187;乐山峨眉山景区;0;23;8;10
188;阿坝藏族羌族自治州九寨沟景区;0;23;8;10
189;乐山乐山大佛景区;0;23;4;8
190;阿坝藏族羌族自治州松潘县黄龙风景名胜区;0;23;4;8
191;绵阳北川羌城旅游区（中国羌城－老县城地震遗址－“5·12”特大地震纪念馆－北川羌族民俗博物馆－北川新县城－吉娜羌寨）;0;23;8;10
192;阿坝藏族羌族自治州汶川特别旅游区（震中映秀－水磨古镇－三江生态旅游区）;0;23;8;10
193;南充市阆中古城旅游景区;0;23;4;8
194;广安市邓小平故里旅游区;0;23;4;8
195;广元市剑门蜀道剑门关旅游景区;0;23;8;10
196;安顺镇宁县黄果树瀑布景区;0;24;4;8
197;安顺龙宫景区;0;24;4;8
198;毕节市百里杜鹃景区;0;24;8;10
199;黔南布依族苗族自治州荔波樟江景区;0;24;8;10
200;昆明石林风景区;0;25;4;8
201;丽江玉龙雪山景区;0;25;8;10
202;丽江古城景区;0;25;4;8
203;大理崇圣寺三塔文化旅游区;0;25;4;8
204;中科院西双版纳热带植物园;0;25;8;10
205;迪庆藏族自治州香格里拉普达措国家公园;0;25;8;10
206;拉萨布达拉宫景区;0;26;4;8
207;拉萨大昭寺景区;0;26;4;8
208;西安秦始皇兵马俑博物馆;0;27;4;8
209;西安华清池景区;0;27;4;8
210;延安黄陵县黄帝陵景区;0;27;4;8
211;西安大雁塔－大唐芙蓉园景区;0;27;4;8
212;渭南华阴市华山风景区;0;27;8;10
213;宝鸡扶风县法门寺佛文化景区;0;27;4;8
214;嘉峪关文物景区;0;28;4;8
215;平凉崆峒山风景名胜区;0;28;8;10
216;天水麦积山景区;0;28;4;8
217;酒泉市敦煌沙山月牙泉景区;0;28;8;10
218;石嘴山平罗县沙湖旅游景区;0;29;8;10
219;中卫沙坡头旅游景区;0;29;4;8
220;银川镇北堡西部影视城;0;29;4;8
221;银川市灵武水洞沟旅游区;0;29;4;8
222;青海湖风景区;0;30;8;10
223;西宁市湟中县塔尔寺景区;0;30;4;8
224;昌吉州阜康市天山天池风景名胜区;0;31;8;10
225;吐鲁番葡萄沟风景区;0;31;4;8
226;阿勒泰地区布尔津县喀纳斯景区;0;31;8;10
227;伊犁地区新源县那拉提旅游风景区;0;31;8;10
228;阿勒泰地区富蕴县可可托海景区;0;31;8;10
229;喀什地区泽普县金胡杨景区;0;31;8;10
230;乌鲁木齐天山大峡谷;0;31;8;10
231;巴音郭楞蒙古自治州博湖县博斯腾湖景区;0;31;8;10
232;喀什地区噶尔老城景区;0;31;4;8
